abstract,keywords
"Objective: The usage of Riemannian geometry for Brain-computer interfaces (BCIs) has gained momentum in recent years. Most of the machine learning techniques proposed for Riemannian BCIs consider the data distribution on a manifold to be unimodal. However, the distribution is likely to be multimodal rather than unimodal since high-data variability is a crucial limitation of electroencephalography (EEG). In this paper, we propose a novel data modeling method for considering complex data distributions on a Riemannian manifold of EEG covariance matrices, aiming to improve BCI reliability.Methods: Our method, Riemannian spectral clustering (RiSC), represents EEG covariance matrix distribution on a manifold using a graph with proposed similarity measurement based on geodesic distances, then clusters the graph nodes through spectral clustering. This allows flexibility to model both a unimodal and a multimodal distribution on a manifold. RiSC can be used as a basis to design an outlier detector named outlier detection Riemannian spectral clustering (oden-RiSC) and a multimodal classifier named multimodal classifier Riemannian spectral clustering (mcRiSC). All required parameters of odenRiSC/mcRiSC are selected in data-driven manner. Moreover, there is no need to pre-set a threshold for outlier detection and the number of modes for multimodal classification.Results: The experimental evaluation revealed odenRiSC can detect EEG outliers more accurately than existing methods and mcRiSC outperformed the standard unimodal classifier, especially on highvariability datasets.Conclusion: odenRiSC/mcRiSC are anticipated to contribute to making real-life BCIs outside labs and neuroergonomics applications more robust. Significance: RiSC can work as a robust EEG outlier detector and multimodal classifier.","[1347, 935, 652, 1078, 176]"
"BACKGROUND Electrophysiological mapping of ventricular tachycardia (VT) is tedious and poorly reproducible. Substrate analysis on imaging cannot explicitly display VT circuits. OBJECTIVES This study sought to introduce a computed tomography-based model personalization approach, allowing for the simulation of postinfarction VT in a clinically compatible time frame. METHODS In 10 patients (age 65 AE 11 years, 9 male) referred for post-VT ablation, computed tomography-derived wall thickness maps were registered to 25 electroanatomical maps (sinus rhythm, paced, and VT). The relationship between wall thickness and electrophysiological characteristics (activation-recovery interval) was analyzed. Wall thickness was then employed to parameterize a fast and tractable organ-scale wave propagation model. Pacing protocols were simulated from multiple sites to test VT induction in silico. In silico VTs were compared to VT circuits mapped clinically. RESULTS Clinically, 6 different VTs could be induced with detailed maps in 9 patients. The proposed model allowed for fast simulation (median: 6 min/pacing site). Simulations of steady pacing (600 milliseconds) from 100 different sites/ patient never triggered any arrhythmia. Applying S1-S2 or S1-S2-S3 induction schemes allowed for the induction of in silico VTs in the 9 of 10 patients who were clinically inducible. The patient who was not inducible clinically was also noninducible in silico. A total of 42 different VTs were simulated (4.2 AE 2 per patient). Six in silico VTs matched a VT circuit mapped clinically. CONCLUSIONS The proposed framework allows for personalized simulations in a matter of hours. In 6 of 9 patients, simulations show re-entrant patterns matching intracardiac recordings.","[1287, 2380, 3565]"
"This paper presents a dynamic algorithm for the construction of the Euclidean Voronoi diagram of a set of convex objects in the plane. We consider first the Voronoi diagram of smooth convex objects forming pseudo-circles set. A pseudo-circles set is a set of bounded objects such that the boundaries of any two objects intersect at most twice. Our algorithm is a randomized dynamic algorithm. It does not use a conflict graph or any sophisticated data structure to perform conflict detection. This feature allows us to handle deletions in a relatively easy way. In the case where objects do not intersect, the randomized complexity of an insertion or deletion can be shown to be respectively O(^2 n) and O(^3 n). Our algorithm can easily be adapted to the case of pseudo-circles sets formed by piecewise smooth convex objects. Finally, given any set of convex objects in the plane, we show how to compute the restriction of the Voronoi diagram in the complement of the objects' union.","[162, 381, 4132]"
"OSGi is a wrapper above the Java Virtual Machine that embraces two concepts: component approach and service-oriented programming. The component approach enables a Java run-time to host several concurrent applications, while the service-oriented programming paradigm allows the decomposition of applications into independent units that are dynamically bound at runtime. Combining component and service-oriented programming greatly simplifies the implementation of highly adaptive, constantly evolving applications. This, in turn, is an ideal match to the requirements and constraints of ambient intelligence computing, such as adaptation to changes associated with context evolution. OSGi particularly fits ambient requirements and constraints by absorbing and adapting to changes associated with context evolution. However, OSGi needs to be finely tuned in order to integrate ambient specific issues. We mainly focus on Zero-configuration architecture, Multi-provider framework and Limited resource requirements. During the last decade we studied many OSGi improvement that should be taken into account when building OSGi-based gateways. This paper summarizes our INRIA Amazones teamwork on extending OSGi specifications and implementations to cope with ambient concerns. This paper references our OSGi extension publications divided by three main concerns: management, isolation and security.","[5612, 469, 1514]"
"Adaptive streaming addresses the increasing and heterogenous demand of multimedia content over the Internet by offering several streams for each video. Each stream has a different resolution and bit rate, aimed at a specific set of users, e.g., TV, mobile phone. While most existing works on adaptive streaming deal with optimal playout-control strategies at the client side, in this paper we concentrate on the providers' side, showing how to improve user satisfaction by optimizing the encoding parameters. We formulate an integer linear program that maximizes users' average satisfaction, taking into account the network characteristics, the type of video content, and the user population. The solution of the optimization is a set of encoding parameters that outperforms commonly used vendor recommendations, in terms of user satisfaction and total delivery cost. Results show that video content information as well as network constraints and users' statistics play a crucial role in selecting proper encoding parameters to provide fairness among users and reduce network usage. By combining patterns common to several representative cases, we propose a few practical guidelines that can be used to choose the encoding parameters based on the user base characteristics, the network capacity and the type of video content.","[2957, 887, 65]"
"This paper deals with the issue of features construction and selection for signals acquired during non-invasive Brain-Computer Interface (BCI) experiments. The so-called Echo State Network (ESN) architecture, a reservoir computing approach proposed by H. Jaeger in 2001, is first adapted to the specific issue of EEG signals classification. In order to predict the performed task, a commonly used ESN architecture is combined with regularized logistic regression trained following aggressive subsampling principles. The resulting method is shown to significantly outperform classification rates obtained using raw EEG signals. Basic single ESNs are then integrated to take advantage of ensemble learning techniques and aggressive subsampling principles. The resulting new architecture, called Uncooperative Democratic Echo State Community (UDESC), constitutes one of the first attempt to provide an efficient subject-independent features construction algorithm. Based on the generative power of individual ESNs as well as the discriminative abilities of ensemble learning combined with aggressive subsampling, it is shown to advantageously integrate the knowledge acquired by each single ESN. The results shown along this paper make an extensive use of a real training dataset made available to the BCI community during BCI Competition 2008. This dataset consists of four subjects involved in a two-class motor-imagery BCI experiments.","[2219, 50, 1087, 2955, 460, 5, 56, 4, 0, 686]"
"Boolean Equation Systems (BESs) provide a useful framework for the verification of concurrent finite-state systems. In practice, it is desirable that a BES resolution also yields diagnostic information explaining, preferably in a concise way, the truth value computed for a given variable of the BES. Using a representation of BESs as extended boolean graphs (EBGs), we propose a characterization of full diagnostics (i.e., both examples and counterexamples) as a particular class of subgraphs of the EBG associated to a BES. We provide algorithms that compute examples and counterexamples in linear time and can be straightforwardly used to extend known (global or local) BES resolution algorithms with diagnostic generation facilities.","[11, 3017, 137]"
"This paper investigates the use of fuzzy logic mechanisms coming from the database community, namely graded inclusions, to model the information retrieval process. Two kinds of graded inclusions are considered. In this framework, documents and queries are represented by fuzzy sets, which are paired with operations like fuzzy implications and T-norms. Through different experiments, it is shown that only some among the wide range of fuzzy operations are relevant for information retrieval. When appropriate settings are chosen, it is possible to mimic classical systems, thus yielding results rivaling those of state-of-the-art systems. These positive results validate the proposed approach, while negative ones give some insights on the properties needed by such a model. Moreover, this paper shows the added-value of this graded inclusion-based model, which gives new and theoretically grounded ways for a user to easily weight his query terms, to include negative information in his queries, or to expand them with related terms.","[1919, 339, 53]"
"The paper considers the problem of stabilization of systems possessing a multiple zero eigenvalue at the origin. The controller that we propose, uses multiple delayed measurements instead of derivative terms. Doing so, we increase the performances of the closed loop in presence of system uncertainties and/or noisy measurements. The problem formulation and the analysis is presented through a classical engineering problem which is the stabilization of an inverted pendulum on a cart moving horizontally. On one hand, we perform a nonlinear analysis of the center dynamics described by a three dimensional system of ordinary differential equations with a codimension-three triple zero bifurcation. On the other hand, we present the complementary stability analysis of the corresponding linear time invariant system with two delays describing the behavior around the equilibrium. The aim of this analysis is to characterize the possible local bifurcations. Finally, the proposed control scheme is numerically illustrated and discussed.","[601, 2533, 4697]"
"Executable domain-specific languages (DSLs) enable the execution of behavioral models. While an execution is mostly driven by the model content (e.g., control structures), many use cases require with the running model, such as simulating scenarios in an automated or interactive way, or coupling the model with other models of the system or environment. The management of these interactions is usually hardcoded into the semantics of the DSL, which prevents its reuse for other DSLs and the provision of generic interaction-centric tools (e.g., event injector). In this paper, we propose a metalanguage for complementing the definition of executable DSLs with explicit behavioral interfaces to enable external tools to interact with executed models in a unified way. We implemented the proposed metalanguage in the GEMOC Studio and show how behavioral interfaces enable the realization of tools that are generic and thus usable for different executable DSLs.","[2461, 1899, 57]"
"Each﻿ summer﻿ in﻿ Australia,﻿ bushfires﻿ burn﻿ many﻿ hectares﻿ of﻿ forest,﻿ causing﻿ deaths,﻿ injuries,﻿ and﻿ destroying ﻿property. ﻿Agent-based ﻿simulation ﻿is ﻿a ﻿powerful﻿ tool ﻿to ﻿test ﻿various ﻿management ﻿strategies﻿ on ﻿a ﻿simulated ﻿population, ﻿and ﻿to ﻿raise ﻿awareness﻿ of ﻿the ﻿actual ﻿population ﻿behaviour. ﻿But ﻿valid ﻿results﻿ depend﻿ on﻿ realistic﻿ underlying﻿ models.﻿ This﻿ article﻿ describes﻿ two﻿ simulations﻿ of﻿ the﻿ Australian﻿ population's ﻿behaviour ﻿during ﻿bushfires ﻿designed ﻿in ﻿previous ﻿work, ﻿one ﻿based ﻿on ﻿a ﻿finite-state﻿ machine﻿ architecture, ﻿the ﻿other ﻿based ﻿on ﻿a ﻿belief-desire-intention ﻿agent ﻿architecture. ﻿It ﻿then ﻿proposes ﻿several﻿ contributions ﻿towards﻿ more﻿ realistic ﻿agent-based ﻿models﻿ of ﻿human ﻿behaviour: ﻿a ﻿methodology ﻿and﻿ tool ﻿for﻿ easily ﻿designing ﻿BD I﻿models; ﻿a ﻿number ﻿of ﻿objective ﻿and ﻿subjective ﻿criteria ﻿for ﻿comparing﻿ agent-based﻿ models; ﻿a ﻿comparison ﻿of ﻿our ﻿two ﻿models﻿ along ﻿these ﻿criteria, ﻿showing﻿ that ﻿BDI ﻿provides﻿ better﻿ explanability ﻿and ﻿understandability ﻿of ﻿behaviour, ﻿makes ﻿models ﻿easier ﻿to ﻿extend,﻿ and ﻿is ﻿therefore﻿ best ﻿adapted; ﻿and ﻿a ﻿discussion ﻿of ﻿possible ﻿extensions﻿ of﻿ BDI﻿ models ﻿to ﻿further ﻿improve ﻿their ﻿realism.","[4458, 1498, 3599]"
"Some users try to post false reviews to promote or to devalue other's products and services. This action is known as deceptive opinions spam, where spammers try to gain or to profit from posting untruthful reviews. Therefore, we conducted this work to develop and to implement new semantic features to improve the Arabic deception detection. These features were inspired from the study of discourse parse and the rhetoric relations in Arabic. Looking to the importance of the phrase unit in the Arabic language and the grammatical studies, we have analyzed and selected the most used unit markers and relations to calculate the proposed features. These last were used basically to represent the reviews texts in the classification phase. Thus, the most accurate classification technique used in this area which has been proven by several previous works is the Support Vector Machine classifier (SVM). But there is always a lack concerning the Arabic annotated resources specially for deception detection area as it is considered new research area. Therefore, we used the semi supervised SVM to overcome this problem by using the unlabeled data.","[149, 144, 3028, 1543]"
"The B Method is a formal method heavily used in the railway industry to specify and develop safety-critical software. It allows the development of correct-by-construction programs, thanks to a refinement process from an abstract specification to a deterministic implementation of the program. The soundness of the refinement steps depends on the validity of logical formulas called proof obligations, expressed in a specific typed set theory. Typical industrial projects using the B Method generate thousands of proof obligations, thereby relying on automated tools to discharge as many as possible proof obligations. A specific tool, called Atelier B, designed to implement the B Method and provided with a theorem prover, helps users verify the validity of proof obligations, automatically or interactively. Improving the automated verification of proof obligations is a crucial task for the speed and ease of development. The solution developed in our work is to use Zenon, a first-order logic automated theorem prover based on the tableaux method. The particular feature of Zenon is to generate proof certificates, i.e. proof objects that can be verified by external tools. The B Method is based on first-order logic and a specific typed set theory. To improve automated theorem proving in this theory, we extend the proof-search algorithm of Zenon to polymorphism and deduction modulo theory, leading to a new tool called Zenon Modulo which is the main contribution of our work. The extension to polymorphism allows us to deal with problems combining several sorts, like booleans and integers, and generic axioms, like B set theory axioms, without relying on encodings. Deduction modulo theory is an extension of first-order logic with rewriting both on terms and propositions. It is well suited for proof search in axiomatic theories, as it turns axioms into rewrite rules. This way, we turn proof search among axioms into computations, avoiding unnecessary combinatorial explosion, and reducing the size of proofs by recording only their meaningful steps. To certify Zenon Modulo proofs, we choose to rely on Dedukti, a proof-checker used as a universal backend to verify proofs coming from different theorem provers, and based on deduction modulo theory. This work is part of a larger project called BWare, which gathers academic entities and industrial companies around automated theorem proving for the B Method. These industrial partners provide to BWare a large benchmark of proof obligations coming from real industrial projects using the B Method and allowing us to test our tool Zenon Modulo. The experimental results obtained on this benchmark are particularly conclusive since Zenon Modulo proves more proof obligations than state-of-the-art first-order provers. In addition, all the proof certificates produced by Zenon Modulo on this benchmark are well checked by Dedukti, increasing our confidence in the soundness of our work.","[742, 1544, 628, 5606, 458]"
"A key goal in neuroscience is to understand brain mechanisms of cognitive functions. An emerging approach is “brain decoding”, which consists of inferring a set of experimental conditions performed by a participant, using pattern classification of brain activity. Few works so far have attempted to train a brain decoding model that would generalize across many different cognitive tasks drawn from multiple cognitive domains. To tackle this problem, we proposed a multidomain brain decoder that automatically learns the spatiotemporal dynamics of brain response within a short time window using a deep learning approach. We evaluated the decoding model on a large population of 1200 participants, under 21 different experimental conditions spanning six different cognitive domains, acquired from the Human Connectome Project task-fMRI database. Using a 10s window of fMRI response, the 21 cognitive states were identified with a test accuracy of 90% (chance level 4.8%). Performance remained good when using a 6s window (82%). It was even feasible to decode cognitive states from a single fMRI volume (720ms), with the performance following the shape of the hemodynamic response. Moreover, a saliency map analysis demonstrated that the high decoding performance was driven by the response of biologi- cally meaningful brain regions. Together, we provide an automated tool to annotate human brain activity with fine temporal resolution and fine cognitive granularity. Our model shows potential applications as a reference model for domain adaptation, possibly making contributions in a variety of domains, including neurological and psychiatric disorders.","[3703, 1474, 1]"
"In this paper we present a novel approach to handle querying over a concept lattice of documents and annotations. We focus on the problem of ""non-matching documents"", which are those that, despite being semantically relevant to the user query, do not contain the query's elements and hence cannot be retrieved by typical string matching approaches. In order to find these documents, we modify the initial user query using the concept lattice as a guide. We achieve this by identifying in the lattice a formal concept that represents the user query and then by finding potentially relevant concepts, identified as such through the proposed notion of cousin concepts. Finally, we use a concept semantic similarity metric to order and present retrieved documents. The main contribution of this paper is the introduction of the notion of cousin concepts of a given formal concept followed by a discussion on how this notion is useful for lattice-based information indexing and retrieval.","[5, 1193, 53]"
"This paper describes the principles and implementation results of reinforcement learning algorithms on IoT devices for radio collision mitigation in ISM unlicensed bands. Learning is here used to improve both the IoT network capability to support a larger number of objects as well as the autonomy of IoT devices. We first illustrate the efficiency of the proposed approach in a proof-of-concept based on USRP software radio platforms operating on real radio signals. It shows how collisions with other RF signals present in the ISM band are diminished for a given IoT device. Then we describe the first implementation of learning algorithms on LoRa devices operating in a real LoRaWAN network, that we named IoTligent. The proposed solution adds neither processing overhead so that it can be ran in the IoT devices, nor network overhead so that no change is required to LoRaWAN. Real life experiments have been done in a realistic LoRa network and they show that IoTligent device battery life can be extended by a factor 2 in the scenarios we faced during our experiment.","[5, 143, 0]"
"In systems biology, the number of available models of cellular processes increases rapidly, but re-using models in different contexts or for different questions remains a challenging issue. In this paper, we study the coupling of different models playing a role in the mammalian cell cycle and in cancer therapies. We show how the formalization of experimental observations in temporal logic with numerical constraints can be used to compute the unknown coupling kinetics parameter values agreeing with experimental data. This constraint-based approach to computing with partial information is illustrated through the design of a complex model of the mammalian cell cycle, the circadian clock, the p53/Mdm2 DNA-damage repair system, the metabolism of irinotecan and the control of cell exposure to it. We discuss the use of this model for cancer chronotherapies and evaluate its predictive power with respect to circadian core gene knockouts .","[2206, 11, 479, 137, 4744]"
"A rapidly growing computer graphics community has contributed to dramatic increase in complexity with respect to geometry as well as physical phenomena. Simulating, approximating and visualizing geometry consisting of tens of millions of polygons simultaneously tested for collision or visibility is becoming increasingly common. Further, recent technological innovations from graphics card vendors have given impetus to achieving these results at very high frame rates. Despite tremendous developments in graphics hardware, capturing the complete surrounding environment poses a significant challenge. Given the added time constraint for real-time or interactive rates, simplified representations and suitable approximations of physical effects are of key importance. This dissertation focuses on simplified representations and computations to achieve real-time performance for complex tasks and concentrates on a variety of topics including simplification, visibility, soft shadows and voxelization.","[12, 221, 854]"
"Mechanical drawings are crucial in industry for manufacturing and information retrieval. Companies face a recurring issue with managing their hand-drawn drawings produced in the mid-20th century. To address this, the engineers convert hand-drawn drawings into CAD drawings. This transformation process must be error-free to avoid material waste and significant costs. To ensure this, quality assurance engineers carefully verify the final CAD drawings to ensure all information is preserved. This verification process is time-consuming and laborious, often requiring the dedicated effort of two engineers for an entire week per drawing. We propose to automate this verification step to identify dissimilarities, defined as divergences causing inconsistencies between CAD and original hand-drawn versions. Identifying these dissimilarities will reduce the effort of the engineers to perform the necessary corrections. In this article, we outline our planned approach to identify dissimilarities between mechanical drawings. Our approach is divided into two aspects: interpreting the drawings to extract information and comparing the drawings based on this information. We present an initial contribution by proposing a formalism to describe the information contained in mechanical drawings, distinguishing between pure geometric shape and annotations.","[28, 816, 69]"
"Recently, audiovisual speech enhancement has been tackled in the unsupervised settings based on variational autoencoders (VAEs), where during training only clean data is used to train a generative model for speech, which at test time is combined with a noise model, e.g. nonnegative matrix factorization (NMF), whose parameters are learned without supervision. Consequently, the proposed model is agnostic to the noise type. When visual data are clean, audiovisual VAE-based architectures usually outperform the audio-only counterpart. The opposite happens when the visual data are corrupted by clutter, e.g. the speaker not facing the camera. In this paper, we propose to find the optimal combination of these two architectures through time. More precisely, we introduce the use of a latent sequential variable with Markovian dependencies to switch between different VAE architectures through time in an unsupervised manner: leading to switching variational auto-encoder (SwVAE). We propose a variational factorization to approximate the computationally intractable posterior distribution. We also derive the corresponding variational expectation-maximization algorithm to estimate the parameters of the model and enhance the speech signal. Our experiments demonstrate the promising performance of SwVAE.","[1452, 4124, 2328]"
"Two images of a single scene/object are related by the epipolar geometry, which can be described by a 3x3 singular matrix called the essential matrix if images' internal parameters are known, or the fundamental matrix otherwise. It captures all geometric information contained in two images, and its determination is very important in many applications such as scene modeling and vehicle navigation. This paper gives an introduction to the epipolar geometry, and provides a complete review of the current techniques for estimating the fundamental matrix and its uncertainty. A well-founded measure is proposed to compare these techniques. Projective reconstruction is also reviewed. The softwares which we have developed for this review are available on the Internet.","[2122, 117, 18, 3993]"
"In this paper, we investigate optimal load balancing strategies for a multi-class multi-server processor-sharing system with a Poisson input stream, heterogeneous service rates, and a server-dependent holding cost per unit time. Specifically, we study $(i)$ the centralized setting in which a dispatcher routes incoming jobs based on their service time requirements so as to minimize the weighted mean sojourn time in the system; and $(ii)$ the decentralized, distributed non-cooperative setting in which each job, aware of its service time, selects a server with the objective of minimizing its weighted mean sojourn time in the system. For the decentralized setting we show the existence of a potential function, which allows us to transform the non-cooperative game into a standard convex optimization problem. For the two aforementioned settings, we characterize the set of optimal routing policies and obtain a closed form expression for the load on each server under any such policy. Furthermore, we show the existence of an optimal policy that routes a job independently of its service time requirement. We also show that the set of servers used in the decentralized setting is a subset of set of servers used in the centralized setting. Finally, we compare the performance perceived by jobs in the two settings by studying the so-called Price of Anarchy (PoA), that is, the ratio between the decentralized and the optimal centralized solutions. When the holding cost per unit time is the same for all servers, it is known that the PoA is upper bounded by the number of servers in the system. Interestingly, we show that the PoA for our system can be unbounded. In particular this indicates that in our system, the performance of selfish routing can be extremely inefficient.","[71, 4425, 1301]"
"For safety studies of nuclear reactor cores, a Finite Volume thermal-hydraulic code with porous media approach named THYC has been developed by EDF to simulate steady-state flows of a two-phase mixture within the core of a nuclear reactor. The steady-state solution is obtained through a fictitious transient. Despite a relatively low individual computational time, many state points are considered in the safety studies, which can represent significant CPU time. To speed up the computation, one possible objective is to reduce the number of iterations (i.e., the number of time steps) required to reach convergence. In the present work, the idea is to train a neural network to predict steady-state solutions and use this prediction to initialize the transient computation. This method allows the combination the advantages of neural network prediction, in terms of rapidity, with that of the THYC model, in terms of the physical validation of the solution.<p>To evaluate the potential of this method, a simplified 1D code was designed. This code simulates a two-phase water-vapor flow in a heated channel. A neural network was trained to predict the solution fields from imposed boundary conditions. In this paper, we give a presentation of the methodology, the database selection process, the structure of the neural network and the optimization of the network's hyperparameters. The highlight of this work is that, by introducing spatial frequencies in the error for the optimization of the neural network, we significantly reduce the number of iterations by 50% to 80%.</p>","[494, 4, 0]"
"As life expectancy rises, cancer has tragically become one of the world’s leading causes of death. Among the most challenging cancers are deep-seated tumors, which are difficult to treat due to their location in vital organs like the liver or the pancreas. A promising method to tackle these tumors is electroporation ablation, which uses electric fields to create pores in the cell membranes of tumor cells. When applied with high intensity, this results in irreversible electroporation, leading to cell death without damaging nearby structures. However, electroporation requires precise planning and real-time adaptation due to its complexity. This involves numerical tools to analyze medical images and estimate the treatment area. The aim of this work is to provide such tools, analysing medical images, to per-operatively estimate the treatment area so that the interventional radiologists may adapt their approach as they are performing the procedure. More specifically, we tackle the localisation of the electrode by introducing deep learning in the existing pipeline, and the registration of the multiple scans captured during the intervention with novel auto-adaptive boundary conditions. Both computer vision tasks are crucial for a precise estimation of the electric field and need to be solved in near real time to be practical in clinical settings. These advancements in computer vision and image processing contribute to more accurate electric field estimation and improve the overall effectiveness of the procedure, leading to better patient outcomes for those battling deep-seated cancers.","[22, 86, 3995, 1, 483, 386]"
"Transport Mode Detection (TDM) algorithms in principle are developed for fine-grained data which is either high frequent accurate GPS data with/or further optional data such as accelerometer from mobile phones. The main drawback of using high frequent GPS data is the battery issue which makes it very expensive experiment to be employed for large scale data. Besides, GPS can not cover underground trajectories and some additional resource is required for such multi-modal trajectories. In this work we investigate the TDM algorithms using a combination of fine-grained (GPS) and coarse-grained (GSM) data with lower frequency compared to existing studies. We first provide a comprehensive overview of transport mode detection for such data by exploring both segment based and sequence-based machine learning approaches and then we use the collected heterogeneous mobility dataset to compare different mode detection algorithms. With the obtained results, we show that TDM algorithms are still effective approach for noisy and sparse heterogeneous data. The obtained decent performance provides the opportunity of extracting precious data from a large population of users in an inexpensive approach.","[725, 106, 0]"
"The aim of a software transactional memory (STM) system is to facilitate the design of concurrent programs, i.e., programs made up of processes (or threads) that concurrently access shared objects. To that end, a STM system allows a programmer to write transactions accessing shared objects, without having to take care of the fact that these objects are concurrently accessed: the programmer is discharged from the delicate problem of concurrency management. Given a transaction, the STM system commits or aborts it. Ideally, it has to be efficient (this is measured by the number of transactions processed per time unit), while ensuring that as few transactions as possible are aborted. From a safety point of view (the one addressed in this paper), a STM system has to ensure that, whatever its fate (commit or abort), each transaction always operates on a consistent state. STM systems have recently received a great attention. Among the proposed solutions, lock-based systems and clock-based systems have been particularly investigated. This paper presents a new lock-based STM system designed from simple basic principles. Its main features are the following: it (1) does not require the shared memory to manage several versions of each object, (2) uses neither timestamps, nor version numbers, (3) aborts a transaction only when it conflicts (with some other live transaction), (4) never aborts a write only transaction, (5) employs only bounded control variables, and (6) has no centralized contention point.","[2318, 1429, 4948, 4023]"
"In this work, we developed statistical methods to model disease progression from patient’s repeated measurements, with a focus on Parkinson’s Disease (PD). A key challenge lies in the inherent heterogeneity of PD across patients, to the extent that PD is now suspected to encompass multiple subtypes or motor phenotypes. To gain insights on disease progression, research studies propose to gather a broad range of marker measurements, at multiple timepoints for each patients. These data allow to investigate the disease’s patterns of progression via statistical modeling. In a first part, we modeled the progression of scalar markers of PD. We extended on a disease progression model, namely the longitudinal spatiotemporal model. We then proposed to address data missingness, and to model the joint progression of markers of different nature, such as clinical scores, and scalar measurements extracted on imaging modalities. With this method, we modeled early motor progression in PD, and, in a second work, the heterogeneity of idiopathic PD progression, with a focus on sleep symptoms. In a second, independent, part of the manuscript, we tackled the longitudinal modeling of medical images. For these higher dimensionality data, Deep Learning is often used, but mostly in cross sectional setups, ignoring the possible inner dynamics. We proposed to leverage Deep Learning as a dimensionality reduction tool to build a spatiotemporal coordinate system of disease progression. We first took advantage of this flexibility to handle multimodal data. Then we leveraged the self-supervision induced by assuming monotonicity over time, to offer higher flexibility in modeling temporal variability.","[10, 3916, 27, 2136, 0, 85]"
"Image-based deformations are generally used to align images of deformable objecys moving in the 3D space. For the registration of deformable objects, this assumption has shown to give good results. However it is not satisfying for the registration of images of 3D rigid objects as the underlying structure cannot be directly estimated. The general belief is that obtaining the 3D structure directly is difficult. In this article, we propose a parameterization that is well adapted either to align deformable objects or to recover the structure of 3D objects. Furthermore, the formulation leads to an efficient implementation that can considerably reduce the computational load. Experiments with simulated and real data validate the approach for deformable object registration and 3D structure estimation. The computational efficiency is also compared to standard methods","[12, 1485, 4065, 1828]"
"In this work, we address the problem of detecting objects in images by expressing the image as convolutions between activation matrices and dictionary atoms. The activation matrices are estimated through sparse optimization and correspond to the position of the objects. In particular, we propose an efficient algorithm based on an active set strategy that is easily scalable and can be computed in parallel. We apply it to a toy image and a satellite image where the aim is to detect all the boats in a harbor. These results show the benefit of using nonconvex penalties, such as the log-sum penalty, over the convex l1 penalty.","[47, 75, 105]"
"This paper is about partitioning a set of objects with respect to non-numerical criteria. We represent the partitioning problem as a complete graph partitioning. Two partitioning semantics (global and local partitioning semantics), based on non-numerical criteria, are presented. Partitioning problem algorithms for finding all best partition values are detailed for both semantics.","[2953, 1098, 565]"
"Teaching user-centred software design covers many aspects. One of the most important ones is task modeling. Since task modeling contributes largely to the ergonomic quality and acceptance of the resulting software, it is essential for task modeling concepts to be well understood by future software designers. To this end, this study aims at evaluating a task model (K-MAD) and its associated tool (K-MADe) as regards the task modeling training. This article describes the rationale of the study, the model and the software tool used, the teaching steps, and the experience feedback on the practical use of the software. The latter identifies the benefits and disadvantages of this practical use from the teaching point of view, but also from a practical standpoint, including in terms of evolution of the models obtained and of their edition.","[1121, 3737, 30]"
"We present an novel algorithm that reconstructs voxels of a general 3D specular surface from multiple images of a calibrated camera. A calibrated scene (i.e. points whose 3D coordinates are known) is reflected by the unknown specular surface onto the image plane of the camera. For every viewpoint, surface normals are associated to the voxels traversed by each projection ray formed by the reflection of a scene point. A decision process then discards voxels whose associated surface normals are not consistent with one another. The output of the algorithm is a collection of voxels and surface normals in 3D space, whose quality and size depend on user-set thresholds. The method has been tested on synthetic and real images. Visual and quantified experimental results are presented.","[180, 362, 3353, 61, 2543]"
"We now have unprecedented capability to generate large datasets on the myriad of genes and molecular players that regulate plant development. Networks of interactions between systems components can be derived from that data in various ways and can be used to develop mathematical models of various degrees of sophistication. Here we discuss why, in many cases, it is productive to focus on small networks. We provide a brief and accessible introduction to relevant mathematical and computational approaches to model regulatory networks, and discuss examples of small network models that have helped generate new insights into plant biology (where 'small is beautiful'), such as in circadian rhythms, hormone signalling and tissue patterning. We conclude by outlining some of the key technical and modelling challenges for the future.","[2347, 4810, 849, 4600, 1197]"
"This paper presents a computational model of the way humans inductively identify and aggregate concepts from the low-level stimuli they are exposed to. Based on the idea that humans tend to select the simplest structures, it implements a dynamic hierarchical chunking mechanism in which the decision whether to create a new chunk is based on an information-theoretic criterion, the Minimum Description Length (MDL) principle. We present theoretical justifications for this approach together with results of an experiment in which participants, exposed to meaningless symbols, have been implicitly encouraged to create high-level concepts by grouping them. Results show that the designed model, called hereafter MDLChunker, makes precise quantitative predictions both on the kind of chunks created by the participants and also on the moment at which these creations occur. They suggest that the simplicity principle used to design MDLChunker is particularly efficient to model chunking mechanisms. The main interest of this model over existing ones is that it does not require any adjustable parameter.","[0, 897, 171, 1316]"
"In this thesis, we aim to study and evaluate the privacy and scalability properties of recommender systems using sketching techniques and propose scalable privacy preserving personalization mechanisms. Hence, the thesis is at the intersection of three different topics: recommender systems, differential privacy and sketching techniques. On the privacy aspects, we are interested in both new privacy preserving mechanisms and the evaluation of such mechanisms. We observe that the primary parameter in differential privacy is a control parameter and motivated to find techniques that can assess the privacy guarantees. We are also interested in proposing new mechanisms that are privacy preserving and get along well with the evaluation metrics. On the scalability aspects, we aim to solve the challenges arising in user modeling and item retrieval. User modeling with evolving data poses difficulties, to be addressed, in storage and adapting to new data. Also, addressing the retrieval aspects finds applications in various domains other than recommender systems. We evaluate the impact of our contributions through extensive experiments conducted on benchmark real datasets and through the results, we surmise that our contributions very well address the privacy and scalability challenges.","[353, 1023, 1249]"
